Season,Team Name,March Madness,Sweet Sixteen,Elite Eight,Final Four,Championship,Champions,Color,Location,,,
2018,Kentucky,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,South,,,
2018,Miami ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,South,,,
2018,Nevada,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,West,,,
2018,Creighton,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,West,,,
2018,Kansas State,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,purple,Midwest,,,
2018,Texas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,South,,,
2018,Loyola Chicago,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,red,Midwest,,,
2018,Davidson,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,red,South,,,
2018,Buffalo,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,East,,,
2018,Wright State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,green,Midwest,,,
2018,Georgia State,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,South,,,
2018,UMBC,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,East,,,
2018,Xavier,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,Midwest,,,
2018,North Carolina,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,South,,,
